__EMPTY,Cliente master,Id cliente,Cliente,Cnpj,Status cliente,Classificação,Time,Cidade do cliente,UF,distancia_postgis_km,Distância em KM,latitude,longitude
191,,1480,TRANSPORTADORA OCIANI LTDA,75.785.675/0001-92,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Blumenau,SC,72.58655200657999,80,-26.9195567,-49.0658025
195,,1975,G&E Group,13.343.240/0001-30,Inativo,ROTA DE SUCESSO,LEODAGAN,Blumenau,SC,73.38584337784,80,-26.9195567,-49.0658025
196,Buschle e Lepper,3375,Buschle & Lepper - Blumenau,84.684.471/0003-18,Ativo,MEDIAS EMPRESAS,LUCAN,Blumenau,SC,73.61376340742001,80,-26.9195567,-49.0658025
203,,51,Transportadora 7 Flexas Ltda,80.357.437/0001-16,Churn,,MERLIN,Blumenau,SC,74.52804164645,80,-26.9195567,-49.0658025
235,,327,TRANSPORTES FARIAS FAZ,13.817.856/0001-04,Ativo,MEDIAS EMPRESAS,LAMORAK,Blumenau,SC,76.20633977095,80,-26.9195567,-49.0658025
242,,31,TRANSPORTES PESADOS ITAJAÍ LTDA,07.500.990/0001-76,Churn,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
243,,84,Reflo,83.496.810/0001-08,Churn,ROTA DE SUCESSO,BRASTIAS,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
244,,2216,RK8 Transportes Ltda,11.339.753/0001-42,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
245,,3384,Transportes Comandolli LTDA EPP,80.415.094/0001-07,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
246,,2131,Blumalte Bebidas Ltda,28.423.021/0001-39,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
247,,3174,EMG transportes Ltda me,24.417.349/0001-91,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
248,FEDEX BRASIL LOGISTICA E TRANSPORTE,2676,FEDEX - BNL - BLUMENAU,10.970.887/0052-44,,ENTERPRISE,GALAHAD,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
249,,3052,LANTO TRANSPORTES LTDA,17.543.669/0003-94,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
250,,3786,D'Force log ltda,39.337.047/0001-80,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
251,,28,FSR Transporte Ltda,13.178.768/0001-00,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
252,,4398,Freedom Engenharia e Construção LTDA,03.453.030/0001-41,,,,Blumenau,SC,77.23640173401,80,-26.9195567,-49.0658025
260,,3901,Disbracon Distribuidora,24.845.459/0001-54,Inativo,ROTA DE SUCESSO,BRASTIAS,Blumenau,SC,79.60567763947999,80,-26.9195567,-49.0658025
163,,4448,Superbeton Concreto LTDA,10.769.918/0001-53,Ativo,ROTA DE SUCESSO,BRASTIAS,Navegantes,SC,66.77286257459001,70,-26.8898813,-48.6495828
187,,295,MZT CARGAS LTDA.,11.222.818/0001-75,Ativo,MEDIAS EMPRESAS,LUCAN,Navegantes,SC,72.34568859054,80,-26.8898813,-48.6495828
197,,5566,VMB TRANSPORTE DE PASSAGEIROS,50.274.940/0001-47,,,,Navegantes,SC,73.64177569214999,80,-26.8898813,-48.6495828
198,,871,COOP INDL COML LTDA,54.246.970/0005-24,,,,Navegantes,SC,73.64177569214999,80,-26.8898813,-48.6495828
199,,1506,CONTLOG TRANSPORTES LTDA,37.361.428/0001-70,Churn,MEDIAS EMPRESAS,PERCIVAL,Navegantes,SC,73.66214903224001,80,-26.8898813,-48.6495828
164,,517,CONCEITO TRANSPORTES LTDA,37.062.479/0001-09,Ativo,MEDIAS EMPRESAS,GAHERIS,Itajaí,SC,67.18485547466,70,-26.9046787,-48.6552979
166,,73,MGE TRANSPORTES LTDA,02.136.635/0001-46,Ativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,67.37483115518,70,-26.9046787,-48.6552979
168,,4284,ELO SOLUÇÕES LOGÍSTICAS INTEGRADAS LTDA,31.626.973/0001-64,Ativo,ROTA DE SUCESSO,BRASTIAS,Itajaí,SC,68.44912897622001,70,-26.9046787,-48.6552979
169,,4541,AR Soluções logísticas,19.917.700/0001-73,Inativo,MEDIAS EMPRESAS,GAHERIS,Itajaí,SC,69.59663237848001,70,-26.9046787,-48.6552979
175,RODAN COMERCIO DE PECAS E IMPLEMENTOS DE TRANSPORTES S/A,2538,RODAN COM DE PECAS E IMPL DE TRANSPORTE S/A - MATRIZ,77.859.437/0001-00,Recorrente,GRANDES EMPRESAS,GAWAIN,Itajaí,SC,71.08473165825,80,-26.9046787,-48.6552979
176,,3038,ALTO VALE TRANSPORTES,28.488.793/0001-59,Churn,GRANDES EMPRESAS,BOORS,Itajaí,SC,71.09834679938,80,-26.9046787,-48.6552979
177,TECMAR,948,TECMAR TRANSPORTES LTDA - MATRIZ,01.610.798/0001-56,Recorrente,ENTERPRISE,GALAHAD,Itajaí,SC,71.14472324756001,80,-26.9046787,-48.6552979
178,OPERAÇÕES AMBEV - RODALOG,530,RODALOG - ITAJAI,75.862.821/0011-08,Churn,GRANDES EMPRESAS,CONSTANTINE,Itajaí,SC,71.22014377485,80,-26.9046787,-48.6552979
179,BRLOG LOGÍSTICA,1374,BRLOG Logistica Ltda,18.594.208/0002-22,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Itajaí,SC,71.39480628404,80,-26.9046787,-48.6552979
180,,653,TRIUMPH FUMIGACOES,05.633.934/0001-84,Churn,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,71.50327969269,80,-26.9046787,-48.6552979
181,,3674,SANCO,37.255.291/0001-79,Churn,ROTA DE SUCESSO,HECTOR,Itajaí,SC,71.51711215215,80,-26.9046787,-48.6552979
182,,3733,Rodomini Transportes,85.288.264/0001-45,Inativo,ROTA DE SUCESSO,LEODAGAN,Itajaí,SC,71.82122426317001,80,-26.9046787,-48.6552979
183,OPERAÇÕES AMBEV - LOG 20,2021,Log20 ITAJAÍ,13.631.347/0012-37,Recorrente,GRANDES EMPRESAS,YVAIN,Itajaí,SC,71.82663999049001,80,-26.9046787,-48.6552979
184,,2084,TRANSPORTES RODO CALVI LTDA,03.260.301/0001-42,Recorrente,ROTA DE SUCESSO,LEODAGAN,Itajaí,SC,71.95562314134,80,-26.9046787,-48.6552979
185,OPERAÇÕES AMBEV - CONLOG,439,CONLOG - CD BALNEÁRIO,08.628.629/0018-30,Recorrente,GRANDES EMPRESAS,YVAIN,Itajaí,SC,71.97569592791,80,-26.9046787,-48.6552979
188,ACEVILLE,6,ACEVILLE TRANSPORTES LTDA,81.560.047/0001-01,Recorrente,MEDIAS EMPRESAS,GAHERIS,Itajaí,SC,72.34595811432,80,-26.9046787,-48.6552979
192,,837,TRANSPORTADORA TRANSBRASILIANA LTDA,82.725.425/0001-22,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,72.68497160575001,80,-26.9046787,-48.6552979
193,,217,Quality Transportes,20.822.118/0001-02,Inativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,72.96473127489,80,-26.9046787,-48.6552979
194,,2536,UNITAC LOGISTICA E TECNOLOGIA,44.542.725/0001-87,Inativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,73.01031348958,80,-26.9046787,-48.6552979
200,PASETTO QUIMICOS,193,PASETTO QUIMICOS - TRANSPORTE E ARMAZENAGEM,07.402.066/0001-57,Inativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,73.67922866616,80,-26.9046787,-48.6552979
202,Rodonaves,3991,RODONAVES - Itajaí,44.914.992/0036-68,Ativo,ENTERPRISE,GALAHAD,Itajaí,SC,74.46714035009,80,-26.9046787,-48.6552979
204,GT FOODS,829,GT FOODS - iTAJAI,85.070.068/0001-02,Churn,GRANDES EMPRESAS,YVAIN,Itajaí,SC,74.90819062342,80,-26.9046787,-48.6552979
205,,74,BEVIANI TRANSPORTES,16.464.947/0001-93,Ativo,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
206,,4033,MARTINES SUPRIMENTOS,50.000.913/0001-86,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
207,,4031,ALS LOGISTICA,13.841.647/0001-98,Inativo,ROTA DE SUCESSO,LEODAGAN,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
208,,4011,Batista Transporte,39.980.239/0001-00,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
209,FEDEX BRASIL LOGISTICA E TRANSPORTE,2732,FEDEX - ITJ - ITAJAÍ,10.970.887/0057-59,,ENTERPRISE,GALAHAD,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
210,,1239,Italibre Transportes,02.151.000/0001-18,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
211,,1051,Estuqui e Cordeiro Logistica e Transportes Ltda,14.726.778/0001-97,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
212,,4852,KAIROS LOG TRANSPORTES LTDA,14.265.088/0001-88,Inativo,ROTA DE SUCESSO,LEODAGAN,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
213,,3076,ITAEXLOG - ITAEXPRESS ENC. ESPRESSA E LOGISTICA LTDA.,35.653.726/0001-08,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
214,,5016,MCruz Logisitca Transporte,29.390.469/0001-66,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
215,,5069,Grupo Nelson Heusi,09.211.360/0001-07,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
216,PASETTO QUIMICOS,349,PASETTO QUIMICOS - TRANSPORTE E ARMAZENAGEM,07.402.066/0002-38,Churn,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
217,,5084,Flash Way,04.318.995/0001-94,Inativo,ROTA DE SUCESSO,BRASTIAS,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
218,,2211,RodoMW,20.219.025/0001-98,Churn,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
219,,95,DMX LOGISTICA LTDA,10.651.736/0001-83,Ativo,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
220,,2205,Vibe Log Transportes,14.963.587/0001-49,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
221,,812,TCX Logística,42.431.350/0001-52,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
222,,2078,Dias Comércio de Pecas,39.810.715/0001-45,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
223,,5811,Magnum Tires,19.403.406/0009-09,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
224,,2016,SUPREMO CIMENTOS S.A.,05.798.883/0006-55,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
225,,75,CONTRANS OPERADOR LOGÍSTICO,08.530.139/0001-59,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
226,,294,San Martino Transportes Ltda,10.441.679/0001-08,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
227,,2005,JHS transportes,49.441.438/0001-02,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
228,,928,Transportes Dalcoquio,84.300.540/0001-80,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
229,ACEVILLE,3340,ACEVILLE TRANSPORTES - ITJ,81.560.047/0006-16,Churn,MEDIAS EMPRESAS,GAHERIS,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
230,,1914,3S SOLUÇÕES LOGISTICAS,47.033.222/0001-74,,,,Itajaí,SC,74.97398751247,80,-26.9046787,-48.6552979
231,,1309,PORTOEX ARMAZENAGEM E TRANSPORTES,22.725.000/0001-91,Ativo,MEDIAS EMPRESAS,LAMORAK,Itajaí,SC,74.99188400291,80,-26.9046787,-48.6552979
232,TRANSLIGUE TRANSPORTES E SERVIÇOS LTDA,2333,TRANSLIGUE TRANSPORTES - ITAJAI,03.629.957/0008-66,Recorrente,GRANDES EMPRESAS,GAWAIN,Itajaí,SC,75.87902234245999,80,-26.9046787,-48.6552979
233,,1041,Segvale Operador Logistico LTDA,10.735.979/0001-08,Inativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,75.90896717400001,80,-26.9046787,-48.6552979
234,TRANSPORTES BRUNS,2341,TRANSPORTES BRUNS EIRELI,27.753.777/0001-83,Ativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,76.00016270496,80,-26.9046787,-48.6552979
239,DiPães do Brasil,4580,DiPães do Brasil - Filial Itajaí,08.277.842/0002-88,Inativo,MEDIAS EMPRESAS,BEDIVERE,Itajaí,SC,76.53495363985,80,-26.9046787,-48.6552979
241,,76,M_TRANS (MURILO E MARIANA TRANSPORTES),23.164.794/0001-24,Churn,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,77.2125509464,80,-26.9046787,-48.6552979
253,Jamef Transportes Ltda,5099,Jamef Transportes Ltda - Itajai,20.147.617/0056-15,Recorrente,ENTERPRISE,GALAHAD,Itajaí,SC,77.45877040965,80,-26.9046787,-48.6552979
254,,63,TAC ARMAZENS LTDA,44.824.314/0001-84,Churn,MEDIAS EMPRESAS,LANCELOT,Itajaí,SC,77.52428637084,80,-26.9046787,-48.6552979
255,,1320,ROFRAN TRANSPORTES LTDA,09.143.121/0001-67,Inativo,MEDIAS EMPRESAS,LANCELOT,Itajaí,SC,77.64684553067,80,-26.9046787,-48.6552979
256,,64,QUELUZ Logistica Ltda,11.032.428/0001-32,Inativo,MEDIAS EMPRESAS,BEDIVERE,Itajaí,SC,77.74426498118,80,-26.9046787,-48.6552979
257,,650,R&D CARGO TRANSPORTES LTDA,29.080.308/0001-76,Inativo,MEDIAS EMPRESAS,PERCIVAL,Itajaí,SC,77.74662870418,80,-26.9046787,-48.6552979
258,Frigorifico JBS,3730,FRIGORIFICO JBS S/A - ITAJAI,02.916.265/0331-55,Ativo,ENTERPRISE,GALAHAD,Itajaí,SC,77.79164526135,80,-26.9046787,-48.6552979
259,MAX MOHR FILHO CIA LTDA,1189,MAX MOHR FILHO CIA LTDA,82.660.861/0013-02,Ativo,GRANDES EMPRESAS,SAGRAMORE,Itajaí,SC,78.04612851886999,80,-26.9046787,-48.6552979
261,SEMALO,2442,SEMALO - SC,36.804.268/0011-03,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Itajaí,SC,80.01721870509999,90,-26.9046787,-48.6552979
165,,2310,Vs Operador Logístico Ltda,09.423.645/0001-01,Inativo,MEDIAS EMPRESAS,PERCIVAL,Ilhota,SC,67.36502765436,70,-26.9022824,-48.8284968
167,,1427,TRANSPARE TRANSPORTES E ARMAZENS GERAIS LTDA,06.009.235/0003-92,Inativo,GRANDES EMPRESAS,GAWAIN,Ilhota,SC,67.38245701933,70,-26.9022824,-48.8284968
170,,5171,GF Cargo,50.491.782/0001-87,Ativo,ROTA DE SUCESSO,HECTOR,Ilhota,SC,69.62446885289,70,-26.9022824,-48.8284968
173,,3367,CASA LIMPA TRANSPORTES LTDA,04.234.476/0001-48,Inativo,ROTA DE SUCESSO,HECTOR,Rio Negrinho,SC,70.48124449546,80,-26.259075,-49.517746
201,,5718,Grupo Recicla,07.541.596/0002-67,Ativo,ROTA DE SUCESSO,HECTOR,São José dos Pinhais,PR,73.7915191087,80,-25.533816,-49.2072163
240,TRANSPORTES ERONIDES LTDA,568,Transportes Eronides Ltda,84.801.547/0001-86,Recorrente,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,76.86338630885,80,-25.533816,-49.2072163
270,,444,J.R. Company Operações Especiais,03.982.982/0001-52,Inativo,MEDIAS EMPRESAS,LAMORAK,São José dos Pinhais,PR,82.23529798759,90,-25.533816,-49.2072163
271,,677,MAMA SERVICE TRANSPORTES,07.283.968/0001-11,Inativo,MEDIAS EMPRESAS,LANCELOT,São José dos Pinhais,PR,82.54477341908,90,-25.533816,-49.2072163
273,,405,VLP TRANSPORTES LTDA,13.444.788/0001-77,Churn,MEDIAS EMPRESAS,LANCELOT,São José dos Pinhais,PR,82.65278845611,90,-25.533816,-49.2072163
276,,1693,TLOG TRANSPORTES S.A.,11.227.828/0001-01,Churn,MEDIAS EMPRESAS,LANCELOT,São José dos Pinhais,PR,82.79192866737999,90,-25.533816,-49.2072163
277,,1078,JADIMO TRANSPORTES RODOVIARIOS DE CARGAS,81.724.908/0001-40,Inativo,ROTA DE SUCESSO,HECTOR,São José dos Pinhais,PR,82.93264335874,90,-25.533816,-49.2072163
278,,872,Transpizzatto Transportadora de Cargas Rodoviárias Ltda,77.058.881/0001-26,Churn,MEDIAS EMPRESAS,BEDIVERE,São José dos Pinhais,PR,83.02607174622999,90,-25.533816,-49.2072163
279,Ambipar,3056,Ambipar Logistics Ltda,01.179.445/0001-43,Recorrente,ENTERPRISE,GALAHAD,São José dos Pinhais,PR,83.11978914979,90,-25.533816,-49.2072163
280,,3604,AT TRANSPORTES,50.301.524/0001-90,Churn,ROTA DE SUCESSO,HECTOR,São José dos Pinhais,PR,83.14932441081001,90,-25.533816,-49.2072163
281,,210,EXPRESSO 3300 TRANSPORTE LOGISTICA E ARMAZENAGEM LTDA,12.387.803/0005-53,Churn,GRANDES EMPRESAS,SAGRAMORE,São José dos Pinhais,PR,83.31567152358,90,-25.533816,-49.2072163
282,SEMALO,3407,SEMALO INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,36.804.268/0012-86,Recorrente,MEDIAS EMPRESAS,BEDIVERE,São José dos Pinhais,PR,83.41155767347,90,-25.533816,-49.2072163
283,,4413,TRANSFRIOS TRANSPORTES,80.654.387/0001-39,Recorrente,MEDIAS EMPRESAS,LUCAN,São José dos Pinhais,PR,83.46283871729,90,-25.533816,-49.2072163
284,JR TRANSPORTES LTDA.,88,JR TRANSPORTES LTDA.,75.217.794/0001-49,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,83.72436653091,90,-25.533816,-49.2072163
285,TRANSPANORAMA,521,Transpanorama - Alex,99.999.999/9999-99,Churn,GRANDES EMPRESAS,YVAIN,São José dos Pinhais,PR,83.78578426511001,90,-25.533816,-49.2072163
286,,4608,Urano Log,28.786.243/0001-16,Ativo,MEDIAS EMPRESAS,BEDIVERE,São José dos Pinhais,PR,83.87209782583,90,-25.533816,-49.2072163
287,,2036,J.R. DOS SANTOS TERRAPLENAGEM E MATERIAL DE CONSTRUÇÃO,41.715.586/0001-58,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,84.08753794975999,90,-25.533816,-49.2072163
288,,41,BOZZALOG TRANSPORTES DE CARGAS LTDA,13.062.257/0001-10,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,84.15352763952001,90,-25.533816,-49.2072163
289,,4959,CAP Logística Frigorificada S.A.,02.956.834/0001-09,Recorrente,MEDIAS EMPRESAS,LAMORAK,São José dos Pinhais,PR,84.20505677916,90,-25.533816,-49.2072163
291,Transface,4539,TRANSFACE JOINVILLE,61.683.652/0012-15,Recorrente,MEDIAS EMPRESAS,LAMORAK,São José dos Pinhais,PR,84.68575967136,90,-25.533816,-49.2072163
292,ZANETTE SOLUCOES EM TRANSPORTE,185,ZANETTE SOLUCOES EM TRANSPORTE,09.392.544/0001-10,Recorrente,MEDIAS EMPRESAS,LANCELOT,São José dos Pinhais,PR,84.74722346677,90,-25.533816,-49.2072163
293,GRUPO PETRÓPOLIS,1615,GPSA - CD S J DOS PINHAIS,73.410.326/0001-60-0099,Churn,,MERLIN,São José dos Pinhais,PR,84.80744869103,90,-25.533816,-49.2072163
294,,783,TRANSPORTADORA RODO VIALOG,34.857.754/0001-84,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,85.13992865898,90,-25.533816,-49.2072163
295,MCP TRANSPORTES RODOVIARIOS S/A,24,MCP TRANSPORTES RODOVIARIOS S/A,03.453.285/0001-04,Recorrente,MEDIAS EMPRESAS,LUCAN,São José dos Pinhais,PR,85.20327104329,90,-25.533816,-49.2072163
296,BRENEX - CONSULTORIA E ORGANIZACAO LOGISTICA LTDA,454,BRENEX - CONSULTORIA E ORGANIZACAO LOGISTICA LTDA,21.171.115/0001-19,Recorrente,GRANDES EMPRESAS,CONSTANTINE,São José dos Pinhais,PR,85.47323561085,90,-25.533816,-49.2072163
297,,1235,JC MOISES & CIA LTDA,95.399.333/0001-41,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,85.55903485301,90,-25.533816,-49.2072163
299,,395,Transmoreno,49.243.124/0001-97,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,85.70120487903,90,-25.533816,-49.2072163
300,Cargolift,27,Cargolift Logística SA - Pedro,82.270.711/0001-40,Churn,GRANDES EMPRESAS,BOORS,São José dos Pinhais,PR,85.78749298372,90,-25.533816,-49.2072163
305,TRANSPANORAMA,1171,TRANSPANORAMA - SILVANO MORAIS - OP. DEDICADA.,01.937.440/0030-32,Churn,GRANDES EMPRESAS,YVAIN,São José dos Pinhais,PR,87.31709616063,90,-25.533816,-49.2072163
311,,5287,Siena Ind Com Prod Alimentícios Ltda,78.002.037/0001-46,Recorrente,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,87.96498156685,90,-25.533816,-49.2072163
316,,2982,Netcom,04.824.051/0001-99,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
317,,498,ATUALLE,31.261.250/0001-09,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
318,,1303,AVN TRANSPORTES LOGISTICA E ARMAZEM GERAL LTDA-EPP,06.220.308/0001-29,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
319,,1872,channel cargo ltda,41.733.589/0001-14,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
320,,1904,SÃO JOSÉ TRANSPORTES LTDA,44.248.830/0001-08,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
321,,2007,Transreis,27.819.850/0001-72,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
322,,2010,HANNESCH LOGISTICA LTDA,81.309.288/0001-82,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
323,,2097,D&M GESTÃO EMPRESARIAL LTDA,37.252.073/0001-80,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
324,,2100,ALM TRANSPORTES,10.659.474/0001-01,Inativo,ROTA DE SUCESSO,HECTOR,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
325,,2347,Expresso Adorno,79.458.584/0001-01,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
326,,2939,MGF TRANSPORTE,52.312.794/0001-22,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
327,,3047,AM truco center e transportes,44.618.894/0001-53,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
328,,3343,Denfee agência de cargas,57.434.785/0001-28,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
329,,3549,Transmoreno,03.176.032/0022-65,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
330,,3676,Gvc distribuidora lp ltda,16.977.972/0001-70,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
331,,3868,Liberty Transportes,08.880.208/0001-54,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
332,,4046,Ubeton LTDA,22.100.701/0001-35,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
333,,4122,MG Seide Transportes,07.195.511/0001-55,Inativo,ROTA DE SUCESSO,HECTOR,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
334,,4260,Lumicenter,78.331.899/0001-12,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
335,Transface,4540,TRANSFACE CURITIBA,61.683.652/0010-53,,MEDIAS EMPRESAS,LAMORAK,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
336,,4672,FSP Garage LTDA,43.277.277/0001-79,,,,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
337,IMEDIATO NEXWAY,5211,IMEDIATO - CD CURITIBA,49.151.483/0008-900,,ENTERPRISE,GALAHAD,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
338,IMEDIATO NEXWAY,5215,IMEDIATO - CURITIBANA,49.151.483/0008-901,,ENTERPRISE,GALAHAD,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
339,,5295,Lar e saude serviços de saude ltda,46.146.413/0001-80,Inativo,ROTA DE SUCESSO,BRASTIAS,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
340,Bulky Log,5656,Bulky Log Transportes Ltda - São José dos Pinhais,32.705.849/0020-10,,ROTA DE SUCESSO,HECTOR,São José dos Pinhais,PR,88.09870795373,90,-25.533816,-49.2072163
341,ALLIEXLOG TRANSPORTE LTDA,1202,Alliexlog transporte ltda,03.701.440/0001-64,Recorrente,GRANDES EMPRESAS,BOORS,São José dos Pinhais,PR,88.19121123339,90,-25.533816,-49.2072163
342,,4385,RW transporte de Cargas,08.796.917/0001-56,Ativo,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,88.30821374141,90,-25.533816,-49.2072163
348,,2756,FIORDE TRANSPORTES E ARMAZÉNS GERAIS LTDA,61.102.778/0008-72,Ativo,MEDIAS EMPRESAS,BEDIVERE,São José dos Pinhais,PR,89.92061580057,90,-25.533816,-49.2072163
351,IMEDIATO NEXWAY,340,IMEDIATO - CD SAO JOSE DOS PINHAIS,49.151.483/0008-90,Ativo,ENTERPRISE,GALAHAD,São José dos Pinhais,PR,90.80869965868,100,-25.533816,-49.2072163
353,FEDEX BRASIL LOGISTICA E TRANSPORTE,2719,FEDEX - CWF - CURITIBA,10.970.887/0142-35,Ativo,ENTERPRISE,GALAHAD,São José dos Pinhais,PR,91.19037067425,100,-25.533816,-49.2072163
358,,1892,ANDIMA TRANSPORTES PESADOS LTDA,32.948.797/0001-40,Churn,MEDIAS EMPRESAS,GAHERIS,São José dos Pinhais,PR,92.82210061568,100,-25.533816,-49.2072163
236,,904,TRANSPORTES CIVARDI LTDA,93.986.032/0001-99,Churn,MEDIAS EMPRESAS,GAHERIS,Gaspar,SC,76.51299638418,80,-26.9307306,-48.9566824
237,,1495,SMARTI DISTRIBUIDORA LTDA,13.956.335/0001-20,,,,Gaspar,SC,76.51299638418,80,-26.9307306,-48.9566824
238,,3715,SEGALAS ALIMENTOS LTDA,01.333.984/0002-76,,,,Gaspar,SC,76.51299638418,80,-26.9307306,-48.9566824
262,,2081,53.333.441 WELITON DE RAMOS MUNHOZ,53.333.441/0001-71,,,,Fazenda Rio Grande,PR,80.53778134686,90,-25.645841,-49.3126653
263,,2464,Cleber dos santos,54.655.583/0001-18,,,,Fazenda Rio Grande,PR,80.53778134686,90,-25.645841,-49.3126653
264,,567,L.r Lobato moreira transportadora me,11.447.694/0001-26,,,,Fazenda Rio Grande,PR,80.53778134686,90,-25.645841,-49.3126653
265,,2202,SLP Office Mobiliários e Suprimentos Ltda,30.615.093/0001-20,,,,Fazenda Rio Grande,PR,80.53778134686,90,-25.645841,-49.3126653
