__EMPTY,Cliente master,Id cliente,Cliente,Cnpj,Status cliente,Classificação,Time,Cidade do cliente,UF,distancia_postgis_km,Distância em KM,latitude,longitude
0,,4,PX - Painel,999999,,,,Joinville,SC,0.00081034068,10,-26.3044898,-48.8486726
1,,326,TRANSPORTADORA RICA BOT,44.324.531/0001-05,,,,Joinville,SC,0.04698502079,10,-26.3044898,-48.8486726
2,,4892,Cepan Administradora de Bens LTDA,04.385.937/0001-83,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Joinville,SC,0.04698502079,10,-26.3044898,-48.8486726
3,,161,GAV TRANSPORTES (ASSOCIADO COOPER),18.368.865/0001-70,Churn,MEDIAS EMPRESAS,LUCAN,Joinville,SC,2.31175375763,10,-26.3044898,-48.8486726
4,,3880,Grupo Amancio Construtora,20.340.902/0001-84,Inativo,ROTA DE SUCESSO,BRASTIAS,Joinville,SC,2.67606998737,10,-26.3044898,-48.8486726
5,,2339,AT Transportes LTDA,44.748.687/0001-13,Recorrente,MEDIAS EMPRESAS,LUCAN,Joinville,SC,2.71875609823,10,-26.3044898,-48.8486726
6,,447,Natal Comercio de Combustiveis,20.630.766/0001-67,Churn,MEDIAS EMPRESAS,LUCAN,Joinville,SC,2.84708364712,10,-26.3044898,-48.8486726
7,TRANSLIGUE TRANSPORTES E SERVIÇOS LTDA,2326,TRANSLIGUE TRANSPORTES - JOINVILLE,03.629.957/0002-70,Inativo,GRANDES EMPRESAS,GAWAIN,Joinville,SC,3.33446835948,10,-26.3044898,-48.8486726
8,,2810,Log Certo Transportes,38.048.974/0001-18,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
9,,5889,Efitrans Joinville,00.650.831/0006-13,Inativo,ROTA DE SUCESSO,HECTOR,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
10,,10,Wilson Steingraber Transportes Ltda,00.971.833/0001-08,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
11,,1025,Aliança Transportes,22.939.519/0002-53,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
12,,3462,TrPedroso transportes ltda,56.976.286/0001-08,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
13,,430,Transjoi Transportes Ltda,83.630.053/0001-13,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
14,,3554,Teste Cadastro PX,84.964.207/0001-76,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
15,,25,Efitrans Transportes Ltda,00.650.831/0001-09,Ativo,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
16,,2013,MARGEM COMPANHIA DE MINERACAO,06.635.659/0017-68,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
17,,2018,FKS LOGISTICS,17.353.801/0003-03,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
18,,733,MFSERVICES,47.929.775/0001-00,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
19,,2162,Orlando Dunquer Junior,48.037.008/0001-59,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
20,OPERAÇÕES AMBEV - NEPOMUCENO,506,Nepomuceno,12.345.123/4512-34,,GRANDES EMPRESAS,SAGRAMORE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
21,,290,Transportadora Agua Viva,01.638.623/0001-57,Churn,MEDIAS EMPRESAS,BEDIVERE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
22,,4118,TOSKY TRANSPORTES LTDA,30.002.383/0001-06,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
23,,4147,UZZYLOG TRANSPORTES,54.193.342/0001-02,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
24,,2321,Sattelite Logística,46.660.033/0001-69,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
25,,2818,Transfoquinha,49.713.736/0001-04,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
26,MOVECTA S.A,4296,MOVECTA ITAJAÍ - AG,58.317.751/0015-11,,GRANDES EMPRESAS,YVAIN,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
27,,4917,Godi Transportes,47.227.873/0001-03,Inativo,ROTA DE SUCESSO,LEODAGAN,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
28,,4906,Security PX,53.961.415/0001-98,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
29,,614,transportadora de teste,14.409.658/0001-66,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
30,,148,Açolog serviços de transportes de logística Ltda,06.238.738/0001-78,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
31,,2352,Eduardo Dias Junior,31.169.443/0001-34,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
32,,2355,MB USINAGEM INDUSTRIAL LTDA,02.596.178/0001-72,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
33,,597,Mani Som e Luz LTDA,81.803.215/0001-42,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
34,Orbenk Administracao e Servicos Ltda,4555,Orbenk - CANOAS (RS),79.283.065/0010-32,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
35,Orbenk Administracao e Servicos Ltda,4554,Orbenk - FLORIANÓPOLIS (SC),79.283.065/0008-18,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
36,Orbenk Administracao e Servicos Ltda,4551,Orbenk - CAMPO GRANDE (MS),79.283.065/0011-13,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
37,,4298,KENIO SOUZA NASCIMENTO,43.996.693/0001-27,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
38,Orbenk Administracao e Servicos Ltda,4550,Orbenk - CUIABÁ (MT),79.283.065/0018-90,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
39,Orbenk Administracao e Servicos Ltda,4549,Orbenk - FOZ DO IGUAÇU (PR),79.283.065/0014-66,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
40,Orbenk Administracao e Servicos Ltda,4546,Orbenk - PASSO FUNDO (RS),79.283.065/0016-28,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
41,,4311,Alca Alimentos,20.785.999/0001-39,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
42,,186,P Transporte,40.438.472/0001-45,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
43,Orbenk Administracao e Servicos Ltda,4543,Orbenk - UMUARAMA (PR),79.283.065/0017-09,,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
44,,2557,eletromw,10.336.481/0001-64,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
45,,4355,Transportes FMS Ltda,86.744.778/0001-20,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
46,,4472,MKRAFT COMÉRCIO DE METAIS LTDA,02.612.064/0001-79,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
47,,4462,Empresa do Joã0,45.625.601/0001-28,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
48,,550,AMDG transportadora eireli me,09.486.873/0001-20,Churn,MEDIAS EMPRESAS,LUCAN,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
49,,2740,SMR transportes,00.239.315/0001-96,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
50,,2775,Cia Fabril Lepper,84.683.887/0001-50,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
51,,1327,Juarez Vieira da Silva Junior,51.012.880/0001-57,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
52,,3192,Ronaldo Teste,47.969.014/0001-81,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
53,,3649,Conforlar Comércio de Colchões e Estofados LTDA,37.219.134/0001-08,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
54,,5653,Lojas Milium Ltda.,83.240.333/0001-15,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
55,,5623,Transportes Edevaldo Daniel Ltda,80.682.735/0001-81,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
56,,809,PX AGENCIAMENTO DE SERVIÇOS LTDA,34.259.615/0001-59,Desistente,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
57,,3189,PC Tecnologia,45.643.992/0001-03,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
58,,3173,teste,60.409.075/0001-52,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
59,,1794,SATURNO BRASIL LOGISTICA LTDA.,37.728.379/0001-60,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
60,IMEDIATO NEXWAY,5468,IMEDIATO - UBERLANDIA,49.151.483/0018-62,Inativo,ENTERPRISE,GALAHAD,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
61,,5458,A3G TRANSPORTES,14.178.647/0001-12,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
62,,3169,Px center,50.780.623/0001-00,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
63,,3801,FR INDUSTRIA DE PAES E DISTRIBUIDORA DE ALIMENTOS,34.843.770/0001-18,,,,Joinville,SC,3.35892488752,10,-26.3044898,-48.8486726
64,,130,GMF MASTER TRANSPORTES,03.239.780/0001-15,Churn,MEDIAS EMPRESAS,LUCAN,Joinville,SC,3.47843040073,10,-26.3044898,-48.8486726
65,,79,TRANSVILLE,82.604.042/0001-04,Ativo,MEDIAS EMPRESAS,LANCELOT,Joinville,SC,3.56671127788,10,-26.3044898,-48.8486726
66,,5859,XPM Soluções em Logística LTDA,08.898.687/0001-36,Ativo,ROTA DE SUCESSO,HECTOR,Joinville,SC,3.86972058268,10,-26.3044898,-48.8486726
67,,571,ALFA TRANSPORTES LTDA,82.110.818/0001-21,Inativo,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,4.09722465347,10,-26.3044898,-48.8486726
68,,873,ESTRELA LOGÍSTICA E TRANSPORTES,51.641.405/0001-40,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Joinville,SC,4.20385611033,10,-26.3044898,-48.8486726
69,,3956,PX COMUNICACAO LTDA,57.738.811/0001-01,,,,Joinville,SC,4.36592140362,10,-26.3044898,-48.8486726
70,,4542,Alva Personal Care,80.078.934/0001-85,Recorrente,MEDIAS EMPRESAS,LAMORAK,Joinville,SC,4.57510503888,10,-26.3044898,-48.8486726
71,,4805,J3K transportes,20.386.336/0001-41,Ativo,ROTA DE SUCESSO,HECTOR,Joinville,SC,4.84078055865,10,-26.3044898,-48.8486726
72,,810,US CARGO TRANSPORTE E LOGISTICA LTDA,13.787.042/0001-66,Inativo,MEDIAS EMPRESAS,PERCIVAL,Joinville,SC,5.360680859289999,10,-26.3044898,-48.8486726
73,,3672,Distribuidora de Bebidas Joinville LTDA,84.698.927/0001-37,Recorrente,MEDIAS EMPRESAS,LUCAN,Joinville,SC,5.53158884103,10,-26.3044898,-48.8486726
74,Irapuru,3680,IRAPURU TRANSPORTES JOINVILLE,88.668.298/0008-20,Churn,ENTERPRISE,GALAHAD,Joinville,SC,5.54461985326,10,-26.3044898,-48.8486726
75,,118,Prestige Service,21.047.273/0002-42,Churn,MEDIAS EMPRESAS,LUCAN,Joinville,SC,5.71633960821,10,-26.3044898,-48.8486726
76,RODAN COMERCIO DE PECAS E IMPLEMENTOS DE TRANSPORTES S/A,2948,RODAN COM DE PECAS E IMPL DE TRANSPORTE SA JLLE,77.859.437/0002-90,Recorrente,GRANDES EMPRESAS,GAWAIN,Joinville,SC,5.8918091337,10,-26.3044898,-48.8486726
77,,3486,Transportes Batista,52.064.515/0002-30,Ativo,MEDIAS EMPRESAS,BEDIVERE,Joinville,SC,6.71148408287,10,-26.3044898,-48.8486726
78,HOLDI TRANSPORTES,3242,HOLDI TRANSPORTES,10.319.331/0001-42,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Joinville,SC,6.83960587492,10,-26.3044898,-48.8486726
79,,992,TRANSPORTE MANN LTDA,78.663.788/0001-03,Inativo,MEDIAS EMPRESAS,GAHERIS,Joinville,SC,6.91442836956,10,-26.3044898,-48.8486726
80,Buschle e Lepper,4503,Buschle & Lepper - Içara,84.684.471/0002-37,Inativo,MEDIAS EMPRESAS,LUCAN,Joinville,SC,6.96280506427,10,-26.3044898,-48.8486726
81,Buschle e Lepper,4447,Buschle & Lepper - Joinville,84.684.471/0012-09,Inativo,MEDIAS EMPRESAS,LUCAN,Joinville,SC,6.96280506427,10,-26.3044898,-48.8486726
82,,5684,Isoplast comercio de plasticos ltda,02.094.854/0002-90,Ativo,ROTA DE SUCESSO,BRASTIAS,Joinville,SC,7.15650265819,10,-26.3044898,-48.8486726
83,Jamef Transportes Ltda,5098,Jamef Transportes Ltda - Joinville,20.147.617/0004-94,Recorrente,ENTERPRISE,GALAHAD,Joinville,SC,7.158705614100001,10,-26.3044898,-48.8486726
84,,1984,Rede Sul de Logistica,27.221.173/0001-96,Inativo,GRANDES EMPRESAS,GAWAIN,Joinville,SC,7.60927978229,10,-26.3044898,-48.8486726
85,,270,TRANSPORTES E SERVICOS SUPER JA LTDA,00.822.009/0001-88,Inativo,MEDIAS EMPRESAS,GAHERIS,Joinville,SC,7.64219458927,10,-26.3044898,-48.8486726
86,,29,TMC TRANSPORTE MULTIMODAL DE CARGAS LTDA.,02.350.315/0001-94,Ativo,MEDIAS EMPRESAS,LANCELOT,Joinville,SC,7.93083170039,10,-26.3044898,-48.8486726
87,OPERAÇÕES AMBEV - RODALOG,175,RODALOG - CD JOINVILLE,75.862.821/0008-02,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Joinville,SC,8.46357681648,10,-26.3044898,-48.8486726
88,,2612,AZURELOG TRANSPORTES LTDA,85.348.407/0001-67,Ativo,MEDIAS EMPRESAS,PERCIVAL,Joinville,SC,9.03495232527,10,-26.3044898,-48.8486726
89,BRASPRESS,919,BRASPRESS TRANSPORTES URGENTES LTDA,48.740.351/0022-90,Churn,GRANDES EMPRESAS,BOORS,Joinville,SC,9.24408461412,10,-26.3044898,-48.8486726
90,,42,Transmagna,79.942.140/0006-43,Recorrente,GRANDES EMPRESAS,GAWAIN,Joinville,SC,9.31480505208,10,-26.3044898,-48.8486726
91,,966,VR METAIS,04.901.727/0001-09,Churn,MEDIAS EMPRESAS,LANCELOT,Joinville,SC,9.51970353771,10,-26.3044898,-48.8486726
92,,33,Mateus Transporte de Cargas Eireli,23.009.463/0001-10,Recorrente,MEDIAS EMPRESAS,GAHERIS,Joinville,SC,10.21752310717,20,-26.3044898,-48.8486726
93,,1725,JOINVILLE ESPORTE CLUBE,83.180.299/0001-30,Churn,MEDIAS EMPRESAS,LUCAN,Joinville,SC,10.29357406491,20,-26.3044898,-48.8486726
94,,134,Mais Transportes Rodoviário de Cargas,07.412.637/0001-34,Inativo,MEDIAS EMPRESAS,LUCAN,Joinville,SC,11.44460525826,20,-26.3044898,-48.8486726
95,,3834,Hdlogsul - Inea & Pct Transportes,31.541.869/0001-77,Recorrente,MEDIAS EMPRESAS,LAMORAK,Joinville,SC,11.47055866504,20,-26.3044898,-48.8486726
96,,2482,BMT LOGÍSTICA TERRESTRE,10.305.275/0001-97,Ativo,MEDIAS EMPRESAS,GAHERIS,Joinville,SC,11.91250081328,20,-26.3044898,-48.8486726
97,,1830,Tamanini Transportes,51.488.265/0001-11,Falência,,,Joinville,SC,12.04935893442,20,-26.3044898,-48.8486726
98,,7,BRASIL NOVO,81.615.627/0001-59,Churn,ROTA DE SUCESSO,LEODAGAN,Joinville,SC,13.5466622655,20,-26.3044898,-48.8486726
99,,1955,Lenito transportes ltda,85.121.143/0001-04,Inativo,MEDIAS EMPRESAS,GAHERIS,Joinville,SC,13.78670675915,20,-26.3044898,-48.8486726
100,,806,SERAFIM TRANSPORTES & LOGISTICA LTDA,13.774.951/0001-60,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Joinville,SC,13.93558689824,20,-26.3044898,-48.8486726
101,,4430,FILTROAMB,00.064.368/0001-13,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Araquari,SC,18.05404398191,20,-26.3703324,-48.7210994
102,,3022,Modal Sul Transportes,07.877.880/0001-28,Churn,ROTA DE SUCESSO,LEODAGAN,Araquari,SC,18.05404398191,20,-26.3703324,-48.7210994
103,,2996,Tip Recap Ltda,46.658.623/0001-57,Inativo,MEDIAS EMPRESAS,PERCIVAL,Araquari,SC,18.05404398191,20,-26.3703324,-48.7210994
104,,2039,Sekalog Transportes LTDA,10.458.775/0008-35,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
105,,3004,TRANSLEVE TRANSPORTES,83.503.813/0001-21,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
106,,2811,Kairós Transportes Rodoviários Ltda,46.202.963/0001-79,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
107,,5041,Mais Brasil Açaí,43.177.981/0001-50,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
108,,819,C&A Logistica,14.526.365/0001-69,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
109,,3720,KJT Transportes,45.590.658/0001-39,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
110,,2006,2F transportes,37.059.140/0001-45,,,,Araquari,SC,18.26458907045,20,-26.3703324,-48.7210994
111,RD INTERNATIONAL IMP E EXP,2822,RD INTERNATIONAL IMP E EXP,00.516.828/0002-88,Churn,MEDIAS EMPRESAS,LAMORAK,Araquari,SC,18.27446645028,20,-26.3703324,-48.7210994
112,,2213,TRANS GOBBI TRANSPORTES RODOVIARIOS LTDA,76.969.708/0002-06,Churn,GRANDES EMPRESAS,GAWAIN,Araquari,SC,18.51195454469,20,-26.3703324,-48.7210994
113,,820,A A log Transportes Ltda,26.836.482/0001-08,Ativo,GRANDES EMPRESAS,CONSTANTINE,Araquari,SC,18.62227949893,20,-26.3703324,-48.7210994
114,,296,ZYON TRANSPORTES,12.647.163/0001-40,Inativo,MEDIAS EMPRESAS,LUCAN,Araquari,SC,19.26673437064,20,-26.3703324,-48.7210994
116,,230,Manchester Logistica Integada LTDA,84.696.178/0001-09,Inativo,GRANDES EMPRESAS,GAWAIN,Araquari,SC,20.47815076596,30,-26.3703324,-48.7210994
126,LOCUS EFFICIENTIS LOGISTICA,4391,PIETRO E-COMMERCE LTDA,48.878.990/0001-91,Ativo,MEDIAS EMPRESAS,LANCELOT,Araquari,SC,25.78939458894,30,-26.3703324,-48.7210994
127,,473,FNS COMERCIO E IMPORTACAO LTDA,31.098.155/0004-89,Inativo,MEDIAS EMPRESAS,PERCIVAL,Araquari,SC,26.10369804197,30,-26.3703324,-48.7210994
140,,403,MINHA CASA PRE FABRICADA,20.468.999/0001-05,Churn,MEDIAS EMPRESAS,LUCAN,Araquari,SC,34.70927755691,40,-26.3703324,-48.7210994
115,,250,GLE Transportes,04.781.301/983,Churn,MEDIAS EMPRESAS,LUCAN,Garuva,SC,19.82546421461,20,-26.0294904,-48.8545202
118,,176,Turassi Transportes,04.121.926/0001-96,Inativo,ROTA DE SUCESSO,HECTOR,Garuva,SC,21.65493784455,30,-26.0294904,-48.8545202
121,,52,Leão de Judá Transportes Ltda,37.383.309/0001-18,,,,Garuva,SC,24.9407358995,30,-26.0294904,-48.8545202
122,,1034,SAGA TRANSPORTES LTDA,12.941.948/0001-20,Inativo,MEDIAS EMPRESAS,LUCAN,Garuva,SC,24.9407358995,30,-26.0294904,-48.8545202
123,,3487,Anibol Transportes,39.821.716/0001-95,,MEDIAS EMPRESAS,GARETH,Garuva,SC,24.9407358995,30,-26.0294904,-48.8545202
124,,3073,MDX Transportes,18.249.396/0001-70,,,,Garuva,SC,24.9407358995,30,-26.0294904,-48.8545202
125,,3509,Exceplas Industria de Termoplasticos Ltda,08.035.216/0001-02,,,,Garuva,SC,24.9407358995,30,-26.0294904,-48.8545202
117,,4489,Transportes WOEU,12.210.614/0001-87,Recorrente,MEDIAS EMPRESAS,GAHERIS,São Francisco do Sul,SC,20.71975630847,30,-26.2495087,-48.6308087
119,,2235,Exportadora São Francisco,81.766.198/0001-10,,,,São Francisco do Sul,SC,22.17262095254,30,-26.2495087,-48.6308087
120,,5856,Canuto soluções Ambientais Ltda,49.675.008/0001-47,,,,São Francisco do Sul,SC,22.17262095254,30,-26.2495087,-48.6308087
128,,1719,SÃO PEDRO COMERCIO DE CARNES E FRIOS LTDA,81.000.747/0001-41,Ativo,MEDIAS EMPRESAS,LUCAN,Guaramirim,SC,26.62462616593,30,-26.4744805,-48.9981151
129,,3160,FLYVILLE TRANSPORTES LTDA,04.455.308/0001-82,Ativo,ROTA DE SUCESSO,LEODAGAN,Guaramirim,SC,27.20638458652,30,-26.4744805,-48.9981151
130,,128,Cargo Brasil Eirelli,03.362.521/0001-87,Recorrente,GRANDES EMPRESAS,SAGRAMORE,Guaramirim,SC,29.38457984059,30,-26.4744805,-48.9981151
131,,334,LJC TRANSPORTES LTDA,26.595.010/0001-00,,,,Guaramirim,SC,29.38457984059,30,-26.4744805,-48.9981151
132,,3431,Braspress,48.740.351/0120-90,,GRANDES EMPRESAS,BOORS,Guaramirim,SC,29.38457984059,30,-26.4744805,-48.9981151
133,,3391,D.H Turismo,33.261.310/0001-19,,,,Guaramirim,SC,29.38457984059,30,-26.4744805,-48.9981151
134,,5557,Pikolin Colchões do Brasil,33.663.920/0001-49,,,,Guaramirim,SC,29.38457984059,30,-26.4744805,-48.9981151
136,,1140,KAMER CARGO LTDA,04.035.148/0001-12,Recorrente,MEDIAS EMPRESAS,LUCAN,Guaramirim,SC,29.89635869146,30,-26.4744805,-48.9981151
135,,694,Ferreira Congelados,30.684.649/0001-30,,,,Schroeder,SC,29.55050187318,30,-26.411571,-49.074041
137,,404,NP TRANSPORTES,78.838.653/0001-31,Ativo,MEDIAS EMPRESAS,LAMORAK,Jaraguá do Sul,SC,32.53380766355,40,-26.4897432,-49.0778063
138,,244,DIAMOND LOG TRANSPORTES,80.492.127/0001-04,Recorrente,MEDIAS EMPRESAS,LUCAN,Jaraguá do Sul,SC,33.90906133926,40,-26.4897432,-49.0778063
139,,2012,MARGEM COMPANHIA DE MINERACAO,06.635.659/0019-20,,,,Jaraguá do Sul,SC,34.44705274335,40,-26.4897432,-49.0778063
141,,125,Jaragua Truck,01.715.109/0001-78,Churn,MEDIAS EMPRESAS,BEDIVERE,Jaraguá do Sul,SC,37.96807334178,40,-26.4897432,-49.0778063
143,,2270,DELLY´S FOOD SERVICE,20.705.907/0001-63,Churn,GRANDES EMPRESAS,YVAIN,Jaraguá do Sul,SC,44.60760554495,50,-26.4897432,-49.0778063
145,,472,TRANSPORTADORA NIEMAR LTDA,11.905.314/0001-50,Falência,MEDIAS EMPRESAS,LUCAN,Jaraguá do Sul,SC,46.0833041882,50,-26.4897432,-49.0778063
142,,3,Alaframa,99.999.999/9999-00,Desistente,,,Corupá,SC,43.73339294245,50,-26.4267153,-49.24747
144,,312,TRANSBEN TRANSPORTES LTDA,03.523.549/0001-59,Ativo,GRANDES EMPRESAS,SAGRAMORE,Barra Velha,SC,44.78368973579,50,-26.6338203,-48.6835001
146,,5367,DS logística,26.723.181/0001-78,Ativo,MEDIAS EMPRESAS,LANCELOT,Barra Velha,SC,46.17651499299,50,-26.6338203,-48.6835001
147,LOCUS EFFICIENTIS LOGISTICA,2261,LOCUS EFFICIENTIS LOGISTICA,48.691.187/0001-43,Inativo,MEDIAS EMPRESAS,LANCELOT,Barra Velha,SC,46.45092767227,50,-26.6338203,-48.6835001
151,,917,SUPRI LOGISTICA E SUPRIMENTOS LTDA,07.334.312/0001-80,Ativo,MEDIAS EMPRESAS,LUCAN,Barra Velha,SC,50.23997730975,60,-26.6338203,-48.6835001
148,,2786,WR logística,50.404.587/0001-72,,,,Guaratuba,PR,48.6526983155,50,-25.8806192,-48.5750905
149,,4918,Petra Transportadora,55.482.785/0001-78,,,,Guaratuba,PR,48.6526983155,50,-25.8806192,-48.5750905
150,,2395,PAVI TRANSPORTES LTDA,02.556.290/0001-80,Inativo,MEDIAS EMPRESAS,LUCAN,Tijucas do Sul,PR,49.75288418967001,50,-25.9273376,-49.179265
152,,3140,Vale dos frutos de Luiz Alves sc,52.277.834/0001-42,,,,Luiz Alves,SC,51.67500253394,60,-26.7118577,-48.9126756
153,,2873,Transportes Ari,85.155.372/0001-40,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Campo Alegre,SC,55.49315230888,60,-26.1941684,-49.2657484
154,,4139,Keppler Tecnologia Construtiva Ltda,43.335.656/0001-78,,,,Balneário Piçarras,SC,59.66237649827,60,-26.7638889,-48.6716667
155,,273,Bioexpress Transportes Rodoviários Eireli,32.546.470/0001-41,Churn,MEDIAS EMPRESAS,LANCELOT,Balneário Piçarras,SC,60.01758800294,70,-26.7638889,-48.6716667
156,,510,Bendini Logística,73.801.862/0001-97,Recorrente,MEDIAS EMPRESAS,PERCIVAL,Penha,SC,61.12976908877,70,-26.775418,-48.6465251
157,,5504,Tiger Log transportes,49.616.284/0001-34,,,,Penha,SC,61.12976908877,70,-26.775418,-48.6465251
158,,936,CAB SERVICOS E TRANSPORTES LTDA,05.272.556/0001-50,Churn,MEDIAS EMPRESAS,PERCIVAL,Pomerode,SC,61.31391441843,70,-26.7356218,-49.1770095
159,5 Estradas,980,5 ESTRADAS LOGISTICA E TRANSPORTES,42.549.077/0001-65,Recorrente,MEDIAS EMPRESAS,BEDIVERE,Pomerode,SC,63.272283807150004,70,-26.7356218,-49.1770095
160,,2014,MARGEM COMPANHIA DE MINERACAO,06.635.659/0020-63,,,,Pomerode,SC,63.272283807150004,70,-26.7356218,-49.1770095
161,,15,ARCO LOGISTICA SA (LKW),16.885.180/0010-67,Churn,MEDIAS EMPRESAS,BEDIVERE,Blumenau,SC,64.48228962778,70,-26.9195567,-49.0658025
162,,223,GADOTTI & GADOTTI,28.542.149/0001-11,Churn,MEDIAS EMPRESAS,BEDIVERE,Blumenau,SC,66.62477560285001,70,-26.9195567,-49.0658025
171,,2249,TRANSCOLD,07.157.355/0001-38,Churn,MEDIAS EMPRESAS,PERCIVAL,Blumenau,SC,70.16709017775,80,-26.9195567,-49.0658025
172,,1234,Nasul Cargo Logística Ltda,85.400.398/0001-06,Inativo,MEDIAS EMPRESAS,BEDIVERE,Blumenau,SC,70.44061734529,80,-26.9195567,-49.0658025
174,,4148,TRBSUL transportes,24.755.430/0001-81,Ativo,ROTA DE SUCESSO,LEODAGAN,Blumenau,SC,70.71526122677,80,-26.9195567,-49.0658025
186,OPERAÇÕES AMBEV - RODALOG,321,RODALOG - CD BLUMENAU,75.862.821/0006-40,Recorrente,GRANDES EMPRESAS,CONSTANTINE,Blumenau,SC,72.22930043302,80,-26.9195567,-49.0658025
189,,48,RECAP RENOVADORA CATARINENSE DE PNEUS LTDA,79.501.912/0001-05,Inativo,MEDIAS EMPRESAS,LUCAN,Blumenau,SC,72.44567561855999,80,-26.9195567,-49.0658025
190,,400,Triunfo Transportes,35.660.567/0001-79,Inativo,MEDIAS EMPRESAS,PERCIVAL,Blumenau,SC,72.56282828206,80,-26.9195567,-49.0658025
